co2,year
49.2,1999
48.394,2000
49.2,2001
47.093,2002
49.438,2003
46.859,2004
36.468,2005
43.045,2006
47.518,2007
57.572,2008
90.098,2009
56.62,2010
30.272,2011
48.145,2012
54.366,2013
55.209,2014
62.13,2015
40.275,2016
39.066,2017
46.002,2018
45.705,2019
45.504,2020
0.982,1975
2.098,1976
1.096,1977
0.933,1978
0.979,1979
1.007,1980
0.96,1981
1.073,1982
0.551,1983
1.377,1984
1.612,1985
0.309,1986
0.275,1987
0.271,1988
0.515,1989
0.552,1990
0.44,1991
0.363,1992
0.56,1993
0.537,1994
0.531,1995
0.497,1996
0.52,1997
0.029,1998
0.215,1999
0.571,2000
0.581,2001
0.56,2002
0.561,2003
0.588,2004
0.583,2005
0.607,2006
0.684,2007
0.658,2008
0.673,2009
0.464,2010
0.591,2011
0.696,2012
0.714,2013
0.733,2014
0.755,2015
0.762,2016
0.751,2017
0.722,2018
0.705,2019
0.623,2020
54.054,1975
56.2,1976
57.931,1977
58.4,1978
56.847,1979
57.515,1980
56.841,1981
56.337,1982
56.391,1983
58.377,1984
57.617,1985
58.038,1986
57.338,1987
56.282,1988
53.673,1989
61.475,1990
53.282,1991
48.875,1992
46.333,1993
43.732,1994
44.174,1995
44.042,1996
44.172,1997
43.932,1998
43.061,1999
41.152,2000
43.245,2001
41.975,2002
42.307,2003
42.787,2004
42.793,2005
42.557,2006
40.976,2007
41.373,2008
37.635,2009
38.412,2010
37.999,2011
35.921,2012
35.507,2013
33.591,2014
34.411,2015
34.856,2016
36.031,2017
36.03,2018
33.773,2019
30.73,2020
11.074,1975
11.42,1976
11.093,1977
12.395,1978
13.48,1979
13.241,1980
14.393,1981
13.205,1982
14.222,1983
15,1984
15.301,1985
15.98,1986
15.576,1987
16.145,1988
16.065,1989
15.083,1990
13.962,1991
13.873,1992
14.234,1993
14.628,1994
15.342,1995
15.987,1996
16.507,1997
16.035,1998
15.405,1999
15.043,2000
16.288,2001
16.547,2002
16.25,2003
16.68,2004
16.905,2005
17.15,2006
17.315,2007
18.25,2008
16.177,2009
16.432,2010
16.334,2011
15.737,2012
15.106,2013
13.54,2014
13.623,2015
14.425,2016
14.592,2017
14.494,2018
14.006,2019
12.563,2020
0.059,1975
0.062,1976
0.081,1977
0.062,1978
0.11,1979
0.103,1980
0.136,1981
0.121,1982
0.143,1983
0.143,1984
0.15,1985
0.154,1986
0.161,1987
0.158,1988
0.161,1989
0.147,1990
0.158,1991
0.161,1992
0.172,1993
0.183,1994
0.191,1995
0.198,1996
0.205,1997
0.216,1998
0.216,1999
0.224,2000
0.234,2001
0.245,2002
0.256,2003
0.275,2004
0.282,2005
0.289,2006
0.3,2007
0.308,2008
0.319,2009
0.33,2010
0.344,2011
0.348,2012
0.374,2013
0.33,2014
0.293,2015
0.289,2016
0.286,2017
0.289,2018
0.298,2019
0.299,2020
0.502,1975
0.48,1976
0.799,1977
0.557,1978
0.487,1979
0.813,1980
0.275,1981
0.718,1982
0.934,1983
0.714,1984
0.857,1985
0.923,1986
0.993,1987
1.004,1988
0.952,1989
0.731,1990
0.708,1991
0.681,1992
0.64,1993
0.629,1994
0.589,1995
0.568,1996
0.539,1997
0.513,1998
0.491,1999
0.48,2000
0.502,2001
0.586,2002
0.594,2003
0.594,2004
0.594,2005
0.594,2006
0.608,2007
0.601,2008
0.597,2009
0.612,2010
0.612,2011
0.608,2012
0.63,2013
0.63,2014
0.63,2015
0.638,2016
0.638,2017
0.638,2018
0.665,2019
0.562,2020
185.011,1975
192.917,1976
199.747,1977
201.891,1978
218.684,1979
228.217,1980
257.099,1981
280.459,1982
291.93,1983
315.624,1984
323.89,1985
330.526,1986
328.696,1987
342.696,1988
340.752,1989
312.973,1990
326.069,1991
301.367,1992
320.391,1993
338.625,1994
361.64,1995
363.673,1996
385.46,1997
377.313,1998
374.831,1999
378.255,2000
371.517,2001
356.357,2002
404.173,2003
449.079,2004
415.925,2005
446.623,2006
464.8,2007
494.642,2008
502.259,2009
466.93,2010
473.949,2011
461.139,2012
455.866,2013
480.628,2014
450.572,2015
464.769,2016
464.199,2017
464.193,2018
475.923,2019
451.957,2020
412.131,1975
419.568,1976
435.041,1977
461.426,1978
494.425,1979
508.467,1980
489.334,1981
490.651,1982
485.838,1983
491.927,1984
502.054,1985
530.17,1986
557.53,1987
580.554,1988
580.184,1989
595.614,1990
603.004,1991
615.051,1992
650.401,1993
667.658,1994
699.156,1995
725.574,1996
768.849,1997
821.329,1998
839.543,1999
821.39,2000
832.246,2001
847.148,2002
858.232,2003
867.759,2004
902.003,2005
912.73,2006
940.749,2007
1007.52,2008
991.952,2009
1082.415,2010
1103.963,2011
1159.7,2012
1218.74,2013
1230.511,2014
1204.961,2015
1164.898,2016
1156.734,2017
1091.45,2018
1065.51,2019
994.16,2020
81.666,1975
93.105,1976
105.46,1977
113.119,1978
132.874,1979
134.524,1980
139.613,1981
140.806,1982
149.165,1983
160.735,1984
168.792,1985
176.337,1986
185.399,1987
211,1988
223.565,1989
250.469,1990
275.657,1991
300.033,1992
330.272,1993
355.836,1994
383.696,1995
421.095,1996
445.188,1997
378.444,1998
410.996,1999
440.531,2000
456.245,2001
476.789,2002
485.955,2003
492.249,2004
499.564,2005
504.506,2006
522.906,2007
534.025,2008
539.23,2009
595.59,2010
624.55,2011
628.936,2012
635.791,2013
630.595,2014
635.214,2015
639.259,2016
655.747,2017
671.631,2018
648.025,2019
597.605,2020
0.353,1975
0.312,1976
0.317,1977
0.286,1978
0.297,1979
0.312,1980
0.303,1981
0.319,1982
0.325,1983
0.292,1984
0.339,1985
0.354,1986
0.279,1987
0.403,1988
0.313,1989
0.434,1990
0.406,1991
0.363,1992
0.251,1993
0.344,1994
0.356,1995
0.367,1996
0.45,1997
0.39,1998
0.423,1999
0.46,2000
0.529,2001
0.674,2002
0.753,2003
0.952,2004
0.912,2005
0.999,2006
1.173,2007
1.239,2008
1.291,2009
1.313,2010
1.281,2011
1.33,2012
1.444,2013
1.524,2014
1.913,2015
1.704,2016
1.455,2017
1.337,2018
1.395,2019
1.179,2020
181.054,1975
197.746,1976
194.829,1977
199.514,1978
202.747,1979
213.912,1980
206.096,1981
208.599,1982
203.435,1983
197.667,1984
199.931,1985
189.113,1986
189.508,1987
197.458,1988
224.885,1989
231.194,1990
240.932,1991
249.831,1992
241.209,1993
253.688,1994
267.458,1995
254.883,1996
267.42,1997
276.065,1998
299.54,1999
311.385,2000
313.344,2001
333.447,2002
337.701,2003
354.612,2004
369.681,2005
360.703,2006
368.546,2007
336.767,2008
297.385,2009
283.873,2010
284.73,2011
278.964,2012
252.726,2013
255.068,2014
271.694,2015
260.758,2016
274.642,2017
269.713,2018
251.498,2019
208.915,2020
2.893,1975
2.799,1976
2.911,1977
3.436,1978
3.809,1979
3.389,1980
4.006,1981
4.467,1982
4.855,1983
3.852,1984
3.917,1985
3.66,1986
4.027,1987
3.457,1988
3.447,1989
3.831,1990
4.138,1991
5.106,1992
4.975,1993
5.435,1994
5.814,1995
6.971,1996
7.52,1997
7.736,1998
8.517,1999
10.134,2000
10.326,2001
10.948,2002
10.953,2003
12.147,2004
11.935,2005
11.793,2006
12.152,2007
11.987,2008
12.945,2009
13.051,2010
14.886,2011
15.798,2012
14.679,2013
17.691,2014
19.83,2015
23.027,2016
23.03,2017
20.998,2018
22.825,2019
21.106,2020
0.033,1975
0.037,1976
0.037,1977
0.033,1978
0.037,1979
0.051,1980
0,1981
0,1982
0,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0,1994
0,1995
0,1996
0,1997
0,1998
0,1999
0,2000
0,2001
0,2002
0,2003
0,2004
0,2005
0,2006
0,2007
0,2008
0,2009
0,2010
0,2011
0,2012
0,2013
0,2014
0,2015
0,2016
0,2017
0,2018
0,2019
0,2020
3.882,1975
3.438,1976
3.484,1977
3.147,1978
3.267,1979
3.427,1980
3.33,1981
3.499,1982
3.571,1983
3.202,1984
3.72,1985
3.883,1986
3.061,1987
4.43,1988
3.431,1989
4.769,1990
4.466,1991
3.989,1992
2.746,1993
3.785,1994
3.903,1995
4.028,1996
4.94,1997
4.285,1998
4.645,1999
5.055,2000
5.817,2001
7.418,2002
8.285,2003
10.471,2004
10.028,2005
10.984,2006
12.905,2007
13.634,2008
14.189,2009
14.398,2010
14.017,2011
14.539,2012
16.175,2013
16.645,2014
20.163,2015
19.311,2016
21.715,2017
21.18,2018
22.031,2019
18.859,2020
2.019,1975
1.997,1976
1.898,1977
2.392,1978
2.293,1979
2.369,1980
2.028,1981
1.871,1982
1.372,1983
1.552,1984
1.596,1985
1.757,1986
1.757,1987
1.874,1988
1.852,1989
1.737,1990
2.023,1991
2.03,1992
2.038,1993
2.042,1994
2.061,1995
2.083,1996
2.104,1997
2.104,1998
2.123,1999
2.192,2000
2.363,2001
1.56,2002
1.538,2003
1.556,2004
1.589,2005
1.739,2006
1.756,2007
1.935,2008
1.994,2009
2.396,2010
2.18,2011
2.635,2012
2.744,2013
2.809,2014
2.702,2015
2.276,2016
2.474,2017
2.514,2018
2.52,2019
2.224,2020
80.76,1975
88.241,1976
85.74,1977
79.476,1978
84.869,1979
71.714,1980
69.389,1981
62.257,1982
58.268,1983
57.308,1984
62.364,1985
62.01,1986
59.695,1987
57.425,1988
55.521,1989
57.378,1990
57.753,1991
57.495,1992
57.536,1993
60,1994
59.414,1995
63.35,1996
58.251,1997
58.722,1998
55.857,1999
54.71,2000
55.638,2001
56.607,2002
57.188,2003
56.501,2004
53.884,2005
53.703,2006
52.97,2007
50.887,2008
47.252,2009
53.126,2010
49.257,2011
46.774,2012
45.206,2013
43.336,2014
43.603,2015
43.262,2016
42.594,2017
42.095,2018
40.937,2019
38.635,2020
39.051,1975
40.437,1976
41.038,1977
42.17,1978
39.865,1979
40.491,1980
38.812,1981
36.586,1982
40.023,1983
39.129,1984
39.781,1985
42.247,1986
40.205,1987
40.662,1988
39.419,1989
44.153,1990
46.132,1991
46.009,1992
43.601,1993
42.676,1994
43.413,1995
44.099,1996
43.037,1997
44.615,1998
44.446,1999
43.618,2000
45.082,2001
43.468,2002
44.652,2003
45.236,2004
45.788,2005
45.373,2006
43.368,2007
44.714,2008
43.534,2009
45.049,2010
40.985,2011
42.255,2012
43.186,2013
39.231,2014
38.731,2015
39.193,2016
38.183,2017
36.868,2018
36.742,2019
32.298,2020
11.171,1975
13.737,1976
14.632,1977
15.181,1978
22.485,1979
20.727,1980
26.535,1981
24.364,1982
27.775,1983
32.849,1984
29.389,1985
31.073,1986
35.943,1987
36.679,1988
34.271,1989
37.045,1990
42.201,1991
42.562,1992
45.222,1993
46.19,1994
41.2,1995
42.322,1996
45.378,1997
49.756,1998
51.772,1999
50.481,2000
48.14,2001
38.439,2002
53.582,2003
50.385,2004
49.882,2005
52.841,2006
65.719,2007
66.877,2008
61.562,2009
60.717,2010
57.785,2011
47.231,2012
34.234,2013
30.841,2014
28.163,2015
29.079,2016
32.051,2017
30.366,2018
31.009,2019
30.532,2020
43.452,1975
56.097,1976
61.126,1977
71.023,1978
75.76,1979
83.507,1980
75.043,1981
75.376,1982
83.127,1983
84.854,1984
84.722,1985
94.321,1986
98.172,1987
113.075,1988
123.107,1989
124.066,1990
133.586,1991
142.172,1992
153.793,1993
161.16,1994
168.873,1995
176.779,1996
190.542,1997
200.159,1998
207.796,1999
226.979,2000
229.927,2001
237.65,2002
248.401,2003
257.883,2004
266.46,2005
276.159,2006
279.8,2007
266.595,2008
252.506,2009
270.148,2010
276.283,2011
272.756,2012
273.797,2013
276.311,2014
275.836,2015
279.705,2016
284.812,2017
282.843,2018
275.333,2019
273.175,2020
10.216,1975
10.607,1976
10.967,1977
11.347,1978
11.438,1979
11.885,1980
11.666,1981
11.884,1982
12.055,1983
12.161,1984
13.107,1985
12.635,1986
12.125,1987
12.937,1988
12.774,1989
12.084,1990
9.767,1991
7.308,1992
5.171,1993
2.355,1994
2.445,1995
2.824,1996
2.15,1997
2.497,1998
2.517,1999
2.234,2000
2.288,2001
1.877,2002
2.071,2003
2.56,2004
2.439,2005
2.655,2006
3.227,2007
2.896,2008
2.444,2009
2.536,2010
2.341,2011
2.933,2012
2.907,2013
4.6,2014
5.302,2015
6.44,2016
7.865,2017
9.108,2018
8.634,2019
9.448,2020
2.282,1975
2.786,1976
2.008,1977
2.197,1978
2.063,1979
1.874,1980
2.107,1981
2.148,1982
2.196,1983
2.347,1984
2.338,1985
2.278,1986
2.368,1987
2.272,1988
2.162,1989
2.112,1990
2.255,1991
2.178,1992
2.426,1993
2.063,1994
2.434,1995
2.527,1996
2.824,1997
2.481,1998
2.459,1999
2.572,2000
3.041,2001
3.486,2002
3.687,2003
4.232,2004
5.359,2005
5.88,2006
5.71,2007
5.915,2008
5.771,2009
6.927,2010
7.752,2011
9.062,2012
9.909,2013
9.9,2014
10.639,2015
10.873,2016
11.407,2017
11.791,2018
12.043,2019
10.939,2020
24.372,1975
28.716,1976
32.065,1977
34.947,1978
36.586,1979
39.956,1980
37.817,1981
37.636,1982
42.117,1983
45.556,1984
48.23,1985
49.223,1986
56.306,1987
66.203,1988
77.784,1989
87.916,1990
96.748,1991
105.964,1992
120.911,1993
133.299,1994
155.517,1995
173.729,1996
178.594,1997
158.145,1998
164.987,1999
168.8,2000
180.708,2001
190.81,2002
201.993,2003
217.171,2004
222.99,2005
226.331,2006
229.41,2007
226.873,2008
242.274,2009
255.405,2010
253.612,2011
270.268,2012
287.598,2013
282.648,2014
285.688,2015
283.435,2016
285.96,2017
276.177,2018
271.625,2019
257.766,2020
0.161,2002
0.161,2003
0.176,2004
0.176,2005
0.18,2006
0.183,2007
0.202,2008
0.227,2009
0.234,2010
0.245,2011
0.293,2012
0.542,2013
0.608,2014
0.601,2015
0.495,2016
0.498,2017
0.509,2018
0.525,2019
0.526,2020
0.311,1975
0.322,1976
0.462,1977
0.355,1978
1.381,1979
0.794,1980
0.706,1981
0.818,1982
0.624,1983
0.695,1984
0.659,1985
0.848,1986
0.925,1987
0.963,1988
1.024,1989
0.978,1990
1.05,1991
1.03,1992
1.069,1993
1.007,1994
1.175,1995
1.265,1996
0.879,1997
1.29,1998
1.85,1999
1.331,2000
1.159,2001
1.322,2002
1.805,2003
1.744,2004
1.722,2005
1.501,2006
1.517,2007
1.523,2008
2.741,2009
2.596,2010
2.504,2011
2.216,2012
1.643,2013
1.542,2014
1.866,2015
2.306,2016
2.21,2017
2.29,2018
2.305,2019
2.192,2020
0.033,1975
0.029,1976
0.029,1977
0.037,1978
0.04,1979
0.04,1980
0.048,1981
0.044,1982
0.048,1983
0.048,1984
0.048,1985
0.048,1986
0.055,1987
0.07,1988
0.07,1989
0.077,1990
0.095,1991
0.07,1992
0.084,1993
0.092,1994
0.095,1995
0.077,1996
0.099,1997
0.088,1998
0.11,1999
0.095,2000
0.088,2001
0.103,2002
0.117,2003
0.11,2004
0.114,2005
0.128,2006
0.114,2007
0.121,2008
0.132,2009
0.117,2010
0.103,2011
0.106,2012
0.114,2013
0.114,2014
0.121,2015
0.128,2016
0.158,2017
0.139,2018
0.144,2019
0.144,2020
9.613,1975
15.911,1976
16.159,1977
15.312,1978
16.707,1979
16.919,1980
17.242,1981
18.405,1982
16.276,1983
17.504,1984
20.723,1985
17.355,1986
17.489,1987
15.833,1988
16.105,1989
16.981,1990
16.968,1991
19.103,1992
17.411,1993
17.024,1994
16.46,1995
20.768,1996
20.56,1997
19.751,1998
22.464,1999
24.191,2000
26.569,2001
28.591,2002
32.251,2003
32.576,2004
37.944,2005
42.414,2006
45.235,2007
44.096,2008
44.22,2009
46.957,2010
46.68,2011
45.556,2012
45.236,2013
46.344,2014
45.122,2015
40.052,2016
39.948,2017
40.475,2018
40.378,2019
35.509,2020
5.541,1975
5.841,1976
6.749,1977
7.478,1978
8.75,1979
9.465,1980
9.8,1981
9.493,1982
11.25,1983
11.489,1984
11.871,1985
11.992,1986
11.663,1987
12.377,1988
13.14,1989
13.126,1990
15.364,1991
14.891,1992
16.353,1993
15.777,1994
15.547,1995
16.581,1996
16.747,1997
17.809,1998
18.119,1999
19.672,2000
20.546,2001
20.559,2002
20.926,2003
21.927,2004
22.269,2005
22.602,2006
23.684,2007
24.333,2008
24.321,2009
27.101,2010
25.526,2011
26.306,2012
26.864,2013
27.894,2014
29.272,2015
29.008,2016
29.231,2017
29.363,2018
30.011,2019
28.127,2020
65.419,1975
73.359,1976
81.121,1977
76.714,1978
75.038,1979
75.212,1980
79.186,1981
86.21,1982
89.812,1983
94.906,1984
105.662,1985
115.618,1986
128.442,1987
124.728,1988
137.57,1989
151.508,1990
157.982,1991
163.922,1992
171.011,1993
167.433,1994
180.903,1995
199.522,1996
212.006,1997
212.04,1998
207.804,1999
229.791,2000
213.486,2001
220.978,2002
236.484,2003
244.464,2004
264.201,2005
281.649,2006
312.737,2007
309.321,2008
315.36,2009
314.38,2010
339.482,2011
353.666,2012
345.221,2013
361.675,2014
381.332,2015
401.24,2016
425.329,2017
419.437,2018
399.345,2019
392.794,2020
25.282,1975
26.252,1976
27.144,1977
28.082,1978
28.31,1979
29.409,1980
28.876,1981
29.42,1982
29.842,1983
30.111,1984
32.452,1985
35.74,1986
36.343,1987
37.104,1988
37.575,1989
31.365,1990
32.717,1991
31.994,1992
27.516,1993
33.443,1994
33.934,1995
30.605,1996
30.556,1997
32.026,1998
37.606,1999
37.466,2000
38,2001
39.89,2002
44.521,2003
46.447,2004
48.233,2005
49.373,2006
55.89,2007
56.667,2008
50.17,2009
57.11,2010
62.183,2011
64.534,2012
66.375,2013
68.033,2014
70.23,2015
70.164,2016
70.231,2017
70.447,2018
76.319,2019
75.338,2020
0.029,1990
0.029,1991
0.033,1992
0.04,1993
0.044,1994
0.048,1995
0.048,1996
0.055,1997
0.059,1998
0.066,1999
0.07,2000
0.073,2001
0.099,2002
0.103,2003
0.103,2004
0.121,2005
0.143,2006
0.165,2007
0.172,2008
0.18,2009
0.183,2010
0.183,2011
0.183,2012
0.187,2013
0.198,2014
0.205,2015
0.216,2016
0.231,2017
0.234,2018
0.229,2019
0.203,2020
0.011,1990
0.007,1991
0.007,1992
0.007,1993
0.007,1994
0.011,1995
0.007,1996
0.007,1997
0.011,1998
0.004,1999
0.007,2000
0.011,2001
0.011,2002
0.011,2003
0.011,2004
0.007,2005
0.011,2006
0.011,2007
0.011,2008
0.011,2009
0.011,2010
0.011,2011
0.011,2012
0.011,2013
0.007,2014
0.007,2015
0.007,2016
0.007,2017
0.007,2018
0.008,2019
0.008,2020
1.129,1975
0.985,1976
0.802,1977
0.695,1978
0.671,1979
0.626,1980
0.527,1981
0.545,1982
0.614,1983
0.58,1984
0.617,1985
0.702,1986
0.769,1987
0.863,1988
0.8,1989
0.761,1990
0.78,1991
0.798,1992
0.797,1993
0.708,1994
0.925,1995
1.018,1996
1.062,1997
1.209,1998
1.255,1999
1.361,2000
1.417,2001
1.446,2002
1.513,2003
1.607,2004
2.018,2005
2.383,2006
2.71,2007
2.78,2008
3,2009
3.57,2010
3.824,2011
3.627,2012
3.755,2013
4.09,2014
4.526,2015
4.79,2016
5.374,2017
5.498,2018
5.721,2019
4.892,2020
578.272,1975
600.517,1976
620.894,1977
642.147,1978
647.476,1979
673.004,1980
659.953,1981
672.464,1982
681.926,1983
687.939,1984
742.189,1985
739.272,1986
733.237,1987
725.849,1988
682.617,1989
705.83,1990
632.537,1991
589.06,1992
510.2,1993
419.266,1994
389.865,1995
351.409,1996
340.243,1997
328.579,1998
298.204,1999
285.337,2000
303.559,2001
295.673,2002
307.017,2003
310.363,2004
313.118,2005
332.67,2006
336.364,2007
325.533,2008
277.294,2009
294.078,2010
307.953,2011
303.976,2012
297.25,2013
257.509,2014
223.822,2015
234.006,2016
223.085,2017
232.033,2018
222.579,2019
213.909,2020
31.045,1975
39.617,1976
38.751,1977
44.754,1978
36.546,1979
36.823,1980
36.767,1981
36.753,1982
35.22,1983
46.156,1984
49.653,1985
47.03,1986
47.45,1987
48.096,1988
54.186,1989
51.704,1990
56.673,1991
57.757,1992
65.566,1993
72.605,1994
70.012,1995
72.775,1996
73.101,1997
80.683,1998
77.544,1999
111.787,2000
100.591,2001
83.698,2002
105.619,2003
111.802,2004
114.478,2005
121.737,2006
133.264,2007
153.97,2008
165.5,2009
180.622,2010
192.991,2011
201.548,2012
205.39,2013
201.927,2014
216.583,2015
214.667,2016
168.831,2017
154.204,2018
154.186,2019
150.268,2020
603.247,1975
598.526,1976
604.362,1977
604.714,1978
644.513,1979
579.035,1980
560.554,1981
548.24,1982
545.485,1983
529.108,1984
559.627,1985
568.554,1986
571.668,1987
570.294,1988
581.576,1989
600.344,1990
608.431,1991
592.884,1992
578.635,1993
574.641,1994
566.568,1995
588.188,1996
562.333,1997
567.6,1998
561.109,1999
567.585,2000
576.314,2001
560.066,2002
571.472,2003
572.904,2004
569.962,2005
567.572,2006
559.236,2007
544.498,2008
493.895,2009
511.632,2010
469.454,2011
487.517,2012
477.387,2013
438.541,2014
422.34,2015
399.337,2016
387.565,2017
381.89,2018
369.01,2019
329.579,2020
4478.038,1975
4747.563,1976
4889.398,1977
4941.142,1978
5008.359,1979
4808.296,1980
4686.172,1981
4447.08,1982
4429.187,1983
4661.921,1984
4652.383,1985
4663.165,1986
4825.445,1987
5050.268,1988
5131.927,1989
5113.455,1990
5057.931,1991
5167.481,1992
5267.343,1993
5358.824,1994
5421.502,1995
5610.582,1996
5686.465,1997
5731.05,1998
5804.669,1999
6010.508,2000
5904.882,2001
5946.771,2002
6011.837,2003
6114.007,2004
6134.521,2005
6051.668,2006
6131.004,2007
5914.078,2008
5478.21,2009
5675.786,2010
5540.173,2011
5338.698,2012
5474.257,2013
5522.807,2014
5371.771,2015
5248.024,2016
5207.751,2017
5375.491,2018
5255.816,2019
4712.771,2020
5.962,1975
5.887,1976
5.64,1977
5.729,1978
6.262,1979
5.819,1980
5.356,1981
4.854,1982
3.804,1983
3.438,1984
3.284,1985
3.165,1986
3.543,1987
4.786,1988
4.853,1989
3.967,1990
4.528,1991
5.143,1992
4.439,1993
4.03,1994
4.557,1995
5.405,1996
5.514,1997
5.639,1998
6.682,1999
5.268,2000
5.03,2001
4.558,2002
4.527,2003
5.565,2004
5.727,2005
6.597,2006
5.948,2007
8.202,2008
7.947,2009
6.298,2010
7.653,2011
8.592,2012
7.492,2013
6.684,2014
6.725,2015
6.52,2016
6.163,2017
6.571,2018
6.584,2019
5.84,2020
80.65,1975
83.753,1976
86.588,1977
89.574,1978
90.29,1979
93.759,1980
92.087,1981
93.836,1982
95.18,1983
96.051,1984
103.527,1985
99.694,1986
99.453,1987
109.001,1988
109.867,1989
103.516,1990
102.921,1991
110.984,1992
115.617,1993
107.98,1994
102.664,1995
105.546,1996
106.63,1997
118.499,1998
121.739,1999
120.994,2000
122.586,2001
127.518,2002
125.936,2003
125.118,2004
116.576,2005
119.365,2006
119.113,2007
123.039,2008
106.252,2009
103.336,2010
112.705,2011
114.891,2012
109.473,2013
104.953,2014
101.412,2015
108.169,2016
107.153,2017
114.732,2018
114.199,2019
112.784,2020
0.055,1975
0.044,1976
0.051,1977
0.059,1978
0.062,1979
0.062,1980
0.051,1981
0.051,1982
0.055,1983
0.055,1984
0.121,1985
0.059,1986
0.048,1987
0.066,1988
0.062,1989
0.066,1990
0.066,1991
0.062,1992
0.062,1993
0.062,1994
0.066,1995
0.084,1996
0.084,1997
0.081,1998
0.084,1999
0.084,2000
0.088,2001
0.084,2002
0.084,2003
0.059,2004
0.059,2005
0.048,2006
0.099,2007
0.095,2008
0.121,2009
0.121,2010
0.132,2011
0.114,2012
0.106,2013
0.154,2014
0.132,2015
0.147,2016
0.139,2017
0.176,2018
0.181,2019
0.182,2020
63.75,1975
57.273,1976
63.65,1977
68.591,1978
76.447,1979
90.641,1980
91.792,1981
93.201,1982
92.908,1983
93.003,1984
101.027,1985
109.24,1986
110.661,1987
115.752,1988
108.571,1989
121.823,1990
115.052,1991
105.577,1992
123.966,1993
129.531,1994
132.876,1995
122.338,1996
133.483,1997
166.804,1998
172.563,1999
151.87,2000
171.975,2001
192.747,2002
191.458,2003
151.268,2004
163.823,2005
160.16,2006
149.924,2007
168.69,2008
169.573,2009
184.084,2010
175.945,2011
182.224,2012
207.425,2013
186.708,2014
180.124,2015
169.477,2016
161.536,2017
120.177,2018
99.175,2019
84.609,2020
21.771,1975
13.899,1976
15.247,1977
15.388,1978
16.25,1979
16.789,1980
17.695,1981
18.342,1982
19.27,1983
17.495,1984
21.097,1985
20.585,1986
23.297,1987
23.073,1988
17.398,1989
21.299,1990
21.376,1991
21.466,1992
22.853,1993
26.169,1994
28.697,1995
34.206,1996
44.517,1997
46.791,1998
46.89,1999
52.601,2000
59.654,2001
68.499,2002
76.048,2003
87.743,2004
94.694,2005
98.626,2006
100.362,2007
113.327,2008
123.443,2009
138.585,2010
151.231,2011
142.552,2012
149.22,2013
169.006,2014
193.004,2015
192.766,2016
195.249,2017
223.718,2018
260.312,2019
254.303,2020
0.015,2001
0.026,2002
0.026,2003
0.026,2004
0.029,2005
0.029,2006
0.029,2007
0.022,2008
0.029,2009
0.029,2010
0.026,2011
0.026,2012
0.022,2013
0.022,2014
0.022,2015
0.026,2016
0.026,2017
0.026,2018
0.026,2019
0.026,2020
2.169,1975
2.564,1976
2.978,1977
3.102,1978
3.218,1979
3.314,1980
4.225,1981
5.934,1982
6.286,1983
7.097,1984
8.573,1985
8.192,1986
8.627,1987
9.55,1988
9.935,1989
9.52,1990
9.127,1991
9.874,1992
8.625,1993
8.982,1994
10.352,1995
10.526,1996
11.316,1997
12.065,1998
13.724,1999
14.475,2000
16.017,2001
15.554,2002
17.081,2003
18.647,2004
19.794,2005
21.085,2006
20.719,2007
22.025,2008
24.251,2009
23.151,2010
20.19,2011
18.268,2012
24.976,2013
24.216,2014
12.806,2015
10.427,2016
9.951,2017
9.984,2018
10.02,2019
9.768,2020
4.076,1975
4.019,1976
3.735,1977
3.471,1978
3.596,1979
3.523,1980
3.358,1981
3.511,1982
3.261,1983
2.804,1984
2.733,1985
2.866,1986
2.674,1987
3.109,1988
2.57,1989
2.407,1990
2.382,1991
2.425,1992
2.466,1993
2.393,1994
2.142,1995
1.838,1996
2.354,1997
2.278,1998
1.778,1999
1.784,2000
1.886,2001
1.961,2002
2.074,2003
2.104,2004
2.243,2005
2.231,2006
2.294,2007
2.553,2008
2.94,2009
3.12,2010
3.372,2011
4.166,2012
4.416,2013
4.877,2014
5.098,2015
5.659,2016
6.517,2017
7.313,2018
7.047,2019
6.573,2020
8.311,1975
10.855,1976
9.284,1977
9.28,1978
9.432,1979
9.614,1980
9.405,1981
8.78,1982
10.425,1983
9.88,1984
10.214,1985
13.068,1986
15.17,1987
16.029,1988
16.114,1989
15.552,1990
15.502,1991
16.713,1992
16.047,1993
17.394,1994
15.028,1995
14.909,1996
13.912,1997
14.131,1998
15.728,1999
13.818,2000
12.509,2001
11.896,2002
10.61,2003
9.429,2004
10.698,2005
10.365,2006
9.835,2007
7.72,2008
5.476,2009
7.878,2010
9.744,2011
7.883,2012
11.836,2013
11.906,2014
12.226,2015
10.738,2016
9.582,2017
11.854,2018
10.949,2019
10.531,2020
