co2,year
2.121,1975
1.981,1976
2.384,1977
2.153,1978
2.233,1979
1.756,1980
1.978,1981
2.095,1982
2.52,1983
2.822,1984
3.501,1985
3.134,1986
3.114,1987
2.857,1988
2.765,1989
2.603,1990
2.427,1991
1.379,1992
1.333,1993
1.282,1994
1.23,1995
1.165,1996
1.084,1997
1.029,1998
0.81,1999
0.758,2000
0.798,2001
1.052,2002
1.186,2003
0.889,2004
1.303,2005
1.635,2006
2.269,2007
4.2,2008
6.74,2009
8.398,2010
12.106,2011
10.219,2012
8.441,2013
7.774,2014
7.904,2015
6.745,2016
6.86,2017
8.345,2018
12.147,2019
12.16,2020
387.839,1975
420.868,1976
433.857,1977
463.282,1978
500.009,1979
536.51,1980
549.389,1981
572.603,1982
595.441,1983
650.285,1984
666.684,1985
690.7,1986
690.794,1987
726.048,1988
699.221,1989
659.295,1990
689.026,1991
668.677,1992
708.858,1993
719.623,1994
771.994,1995
783.254,1996
812.903,1997
838.022,1998
830.397,1999
886.562,2000
884.168,2001
892.575,2002
967.22,2003
1036.686,2004
1057.342,2005
1090.195,2006
1132.293,2007
1181.391,2008
1191.035,2009
1218.023,2010
1258.709,2011
1253.144,2012
1260.316,2013
1363.5,2014
1322.735,2015
1356.719,2016
1384.372,2017
1385.645,2018
1408.479,2019
1326.044,2020
4.591,1975
4.946,1976
5.716,1977
6.489,1978
7.581,1979
5.166,1980
7.335,1981
7.302,1982
7.625,1983
7.819,1984
7.874,1985
8.05,1986
7.438,1987
7.321,1988
8.977,1989
5.445,1990
4.228,1991
2.495,1992
2.316,1993
1.913,1994
2.066,1995
1.993,1996
1.532,1997
1.744,1998
2.975,1999
3.004,2000
3.221,2001
3.748,2002
4.232,2003
4.104,2004
4.199,2005
3.844,2006
3.829,2007
4.272,2008
4.254,2009
4.448,2010
5.031,2011
4.668,2012
4.928,2013
5.621,2014
4.496,2015
4.492,2016
5.302,2017
4.734,2018
4.863,2019
4.535,2020
32.001,1975
39.131,1976
41.845,1977
62.455,1978
45.546,1979
66.416,1980
46.342,1981
39.173,1982
52.504,1983
70.947,1984
72.609,1985
76.08,1986
83.884,1987
83.708,1988
79.808,1989
76.738,1990
78.807,1991
79.883,1992
81.944,1993
86.147,1994
94.981,1995
96.786,1996
87.005,1997
106.621,1998
91.668,1999
82.221,2000
83.78,2001
89.407,2002
91.048,2003
87.853,2004
106.473,2005
100.203,2006
108.402,2007
109.032,2008
120.185,2009
117.813,2010
119.808,2011
128.111,2012
132.435,2013
142.529,2014
149.683,2015
148.929,2016
154.936,2017
161.487,2018
166.642,2019
154.995,2020
0.407,1990
0.407,1991
0.407,1992
0.41,1993
0.407,1994
0.425,1995
0.454,1996
0.465,1997
0.491,1998
0.513,1999
0.524,2000
0.524,2001
0.531,2002
0.535,2003
0.561,2004
0.575,2005
0.546,2006
0.539,2007
0.539,2008
0.517,2009
0.517,2010
0.491,2011
0.487,2012
0.476,2013
0.462,2014
0.465,2015
0.469,2016
0.465,2017
0.495,2018
0.502,2019
0.466,2020
4.409,1975
3.28,1976
3.528,1977
5.4,1978
5.489,1979
5.334,1980
5.267,1981
4.635,1982
5.101,1983
4.986,1984
4.676,1985
4.634,1986
5.786,1987
5.049,1988
4.923,1989
5.09,1990
5.064,1991
5.164,1992
5.748,1993
3.865,1994
10.949,1995
10.424,1996
7.348,1997
7.268,1998
9.13,1999
9.516,2000
9.671,2001
12.598,2002
8.989,2003
18.701,2004
19.006,2005
22.102,2006
24.977,2007
25.486,2008
27.565,2009
28.865,2010
30.33,2011
33.801,2012
33.229,2013
33.296,2014
33.621,2015
31.404,2016
28.42,2017
24.376,2018
23.487,2019
22.198,2020
0.051,1990
0.051,1991
0.055,1992
0.066,1993
0.066,1994
0.066,1995
0.07,1996
0.07,1997
0.077,1998
0.081,1999
0.088,2000
0.095,2001
0.095,2002
0.103,2003
0.121,2004
0.128,2005
0.143,2006
0.15,2007
0.15,2008
0.147,2009
0.15,2010
0.143,2011
0.143,2012
0.117,2013
0.139,2014
0.154,2015
0.154,2016
0.143,2017
0.143,2018
0.139,2019
0.123,2020
0.004,1987
0.007,1988
0.007,1989
0.011,1990
0.015,1991
0.015,1992
0.015,1993
0.015,1994
0.004,1995
0.004,1996
0.004,1997
0.004,1998
0.004,1999
0.004,2000
0.004,2001
0.004,2002
0.004,2003
0.007,2004
0.007,2005
0.007,2006
0.011,2007
0,2008
0,2009
0,2010
0,2011
0,2012
0,2013
0,2014
0,2015
0,2016
0,2017
0,2018
0,2019
0,2020
0.707,1975
0.403,1976
0.465,1977
0.491,1978
0.407,1979
0.143,1980
0.106,1981
0.293,1982
0.084,1983
0.147,1984
0.249,1985
0.249,1986
0.275,1987
0.286,1988
0.286,1989
0.22,1990
0.213,1991
0.209,1992
0.216,1993
0.216,1994
0.224,1995
0.238,1996
0.256,1997
0.271,1998
0.282,1999
0.293,2000
0.297,2001
0.33,2002
0.352,2003
0.366,2004
0.374,2005
0.385,2006
0.407,2007
0.418,2008
0.443,2009
0.454,2010
0.443,2011
0.458,2012
0.462,2013
0.462,2014
0.48,2015
0.491,2016
0.491,2017
0.498,2018
0.486,2019
0.43,2020
94.845,1975
99.699,1976
100.706,1977
102.556,1978
110.616,1979
108.656,1980
101.969,1981
103.351,1982
105.142,1983
106.452,1984
100.531,1985
104.15,1986
114.877,1987
121.405,1988
117.02,1989
112.079,1990
117.506,1991
121.231,1992
117.777,1993
122.229,1994
127.765,1995
134.762,1996
137.641,1997
139.452,1998
147.285,1999
142.358,2000
134.004,2001
124.392,2002
134.631,2003
157.043,2004
161.434,2005
174.609,2006
174.246,2007
188.106,2008
178.949,2009
186.733,2010
190.274,2011
191.715,2012
190.133,2013
188.657,2014
192.406,2015
190.977,2016
187.805,2017
181.1,2018
167.566,2019
156.978,2020
6.881,1975
7.148,1976
7.394,1977
7.653,1978
7.716,1979
8.018,1980
7.878,1981
8.028,1982
8.148,1983
8.224,1984
8.862,1985
8.439,1986
8.369,1987
9.425,1988
9.523,1989
8.962,1990
7.288,1991
5.863,1992
2.575,1993
2.713,1994
3.433,1995
2.595,1996
3.269,1997
3.397,1998
3.05,1999
3.491,2000
3.533,2001
3.077,2002
3.456,2003
3.691,2004
4.376,2005
4.402,2006
5.1,2007
5.575,2008
4.363,2009
4.253,2010
4.969,2011
5.748,2012
5.535,2013
5.604,2014
5.469,2015
5.203,2016
5.537,2017
5.826,2018
5.529,2019
5.89,2020
0.571,1975
1.219,1976
0.637,1977
0.542,1978
0.569,1979
0.585,1980
0.558,1981
0.623,1982
0.32,1983
0.8,1984
0.937,1985
0.18,1986
0.447,1987
0.612,1988
0.649,1989
0.487,1990
0.531,1991
0.539,1992
0.649,1993
0.66,1994
0.707,1995
0.725,1996
0.758,1997
0.806,1998
0.81,1999
2.378,2000
2.407,2001
2.437,2002
2.561,2003
2.616,2004
2.719,2005
2.715,2006
2.821,2007
2.656,2008
2.627,2009
2.506,2010
2.499,2011
1.348,2012
0.861,2013
0.872,2014
0.898,2015
0.883,2016
0.89,2017
0.872,2018
0.851,2019
0.753,2020
2163.349,1975
2334.708,1976
2450.916,1977
2476.078,1978
2603.737,1979
2614.417,1980
2582.706,1981
2591.944,1982
2659.64,1983
2773.953,1984
2876.255,1985
2967.841,1986
3021.996,1987
3286.993,1988
3416.694,1989
3562.465,1990
3734.326,1991
3882.765,1992
4000.948,1993
4114.375,1994
4131.579,1995
4249.948,1996
4321.183,1997
4183.28,1998
4376.228,1999
4672.984,2000
4751.678,2001
4883.912,2002
5111.48,2003
5332.275,2004
5459.71,2005
5614.579,2006
5744.144,2007
5851.564,2008
5912.95,2009
6236.41,2010
6437.946,2011
6717.092,2012
6724.654,2013
6847.363,2014
7018.923,2015
7115.499,2016
7299.198,2017
7364.575,2018
7492.636,2019
7207.379,2020
175.717,1975
174.078,1976
187.609,1977
201.825,1978
204.875,1979
220.537,1980
230.14,1981
233.897,1982
224.792,1983
236.37,1984
240.998,1985
239.733,1986
255.862,1987
260.892,1988
277.501,1989
279.365,1990
281.872,1991
286.332,1992
291.325,1993
300.084,1994
308.023,1995
316.332,1996
327.11,1997
338.697,1998
346.599,1999
351.82,2000
360.455,2001
367.113,2002
373.233,2003
386.766,2004
387.602,2005
397.295,2006
401.926,2007
409.653,2008
401.321,2009
404.533,2010
405.344,2011
402.666,2012
393.171,2013
399.254,2014
403.279,2015
415.945,2016
414.751,2017
416.001,2018
414.517,2019
391.892,2020
54.214,1975
58.204,1976
55.994,1977
57.226,1978
61.321,1979
52.025,1980
55.833,1981
53.565,1982
51.668,1983
54.214,1984
54.366,1985
53.729,1986
57.374,1987
52.937,1988
53.696,1989
62.14,1990
65.738,1991
60.236,1992
60.661,1993
61.034,1994
64.011,1995
67.355,1996
67.252,1997
66.887,1998
65.64,1999
66.139,2000
70.139,2001
71.943,2002
77.451,2003
77.668,2004
79.068,2005
76.796,2006
74.097,2007
73.472,2008
67.291,2009
72,2010
69.889,2011
67.263,2012
67.759,2013
64.161,2014
66.352,2015
67.215,2016
69.599,2017
66.565,2018
67.962,2019
60.635,2020
39.695,1975
41.226,1976
42.634,1977
44.109,1978
44.478,1979
46.222,1980
45.371,1981
46.23,1982
46.897,1983
47.323,1984
51.021,1985
53.134,1986
50.438,1987
51.327,1988
51.372,1989
51.38,1990
50.034,1991
56.174,1992
48.406,1993
41.944,1994
33.309,1995
31.242,1996
29.802,1997
31.666,1998
28.57,1999
29.506,2000
28.791,2001
29.641,2002
30.624,2003
32.077,2004
34.286,2005
39.109,2006
30.459,2007
35.45,2008
31.856,2009
30.633,2010
32.976,2011
35.048,2012
35.215,2013
36.975,2014
36.989,2015
37.055,2016
36.73,2017
36.847,2018
38.725,2019
37.72,2020
8.246,1975
6.457,1976
9.709,1977
6.597,1978
6.916,1979
7.972,1980
2.798,1981
2.258,1982
2.014,1983
1.854,1984
1.51,1985
1.411,1986
1.422,1987
1.539,1988
1.946,1989
2.023,1990
1.997,1991
1.869,1992
1.744,1993
1.77,1994
1.839,1995
1.814,1996
1.608,1997
1.99,1998
2.034,1999
2.026,2000
1.946,2001
2.037,2002
2.07,2003
2.048,2004
1.905,2005
1.854,2006
1.872,2007
1.916,2008
1.949,2009
1.902,2010
2.114,2011
2.312,2012
2.704,2013
2.429,2014
2.136,2015
1.979,2016
2.096,2017
2.7,2018
2.638,2019
2.338,2020
5.749,1975
6.57,1976
7.464,1977
7.76,1978
8.127,1979
7.881,1980
8.519,1981
9.831,1982
8.222,1983
9.2,1984
10.186,1985
11.003,1986
11.421,1987
12.143,1988
11.717,1989
12.406,1990
11.857,1991
10.874,1992
14.609,1993
14.754,1994
14.786,1995
15.59,1996
17.289,1997
18.366,1998
17.989,1999
18.794,2000
14.078,2001
15.868,2002
16.769,2003
17.884,2004
19.804,2005
19.421,2006
26.771,2007
29.681,2008
28.098,2009
29.075,2010
28.468,2011
27.019,2012
31,2013
30.818,2014
32.47,2015
31.373,2016
32.591,2017
32.61,2018
34.439,2019
34.96,2020
4.857,1975
5.556,1976
5.785,1977
5.984,1978
6.613,1979
7.597,1980
7.886,1981
8.552,1982
8.188,1983
9.077,1984
10.189,1985
11.406,1986
11.8,1987
13.478,1988
13.382,1989
14.082,1990
14.742,1991
15.38,1992
16.063,1993
17.538,1994
21.042,1995
21.493,1996
23.126,1997
23.198,1998
25.075,1999
26.525,2000
31.035,2001
31.981,2002
33.459,2003
35.945,2004
37.677,2005
41.689,2006
42.642,2007
45.301,2008
49.148,2009
53.992,2010
56.556,2011
60.691,2012
61.782,2013
65.979,2014
73.277,2015
76.477,2016
80.944,2017
82.6,2018
94.215,2019
92.842,2020
0.568,1975
0.531,1976
0.59,1977
0.63,1978
0.601,1979
0.674,1980
0.685,1981
0.645,1982
0.685,1983
0.747,1984
0.846,1985
0.915,1986
0.941,1987
0.945,1988
0.989,1989
1.07,1990
1.202,1991
0.973,1992
1.101,1993
0.739,1994
0.807,1995
0.823,1996
0.888,1997
1.099,1998
1.162,1999
1.152,2000
1.186,2001
1.2,2002
1.245,2003
1.27,2004
1.319,2005
1.343,2006
1.363,2007
1.612,2008
1.597,2009
1.464,2010
1.517,2011
1.459,2012
1.437,2013
1.261,2014
1.261,2015
1.283,2016
1.17,2017
1.236,2018
1.215,2019
1.087,2020
83.255,1975
86.43,1976
89.352,1977
92.428,1978
93.165,1979
96.796,1980
94.987,1981
96.755,1982
98.12,1983
98.965,1984
106.659,1985
121.013,1986
111.652,1987
114.305,1988
108.838,1989
103.758,1990
96.78,1991
88.859,1992
76.555,1993
62.505,1994
57.508,1995
58.377,1996
58.92,1997
57.396,1998
54.902,1999
54.706,2000
54.77,2001
54.583,2002
56.105,2003
59.801,2004
61.127,2005
63.934,2006
63.303,2007
65.439,2008
61.045,2009
62.775,2010
61.629,2011
62.674,2012
63.237,2013
62.609,2014
58.038,2015
59.851,2016
60.116,2017
60.962,2018
61.022,2019
57.445,2020
121.823,1975
129.678,1976
126.199,1977
135.45,1978
139.787,1979
134.836,1980
123.574,1981
117.102,1982
101.202,1983
104.967,1984
104.004,1985
102.367,1986
102.589,1987
99.743,1988
106.792,1989
120.308,1990
123.378,1991
122.505,1992
121.439,1993
124.808,1994
125.942,1995
129.48,1996
123.983,1997
130.209,1998
124.701,1999
126.72,2000
126.065,2001
126.865,2002
128.25,2003
128.781,2004
125.641,2005
123.884,2006
120.48,2007
120.181,2008
107.712,2009
114.544,2010
105.026,2011
102.386,2012
102.652,2013
96.868,2014
101.056,2015
99.872,2016
99.448,2017
100.227,2018
99.746,2019
83.749,2020
0.176,1975
0.176,1976
0.198,1977
0.216,1978
0.209,1979
0.191,1980
0.183,1981
0.172,1982
0.172,1983
0.172,1984
0.191,1985
0.205,1986
0.227,1987
0.249,1988
0.3,1989
0.311,1990
0.407,1991
0.355,1992
0.377,1993
0.374,1994
0.377,1995
0.308,1996
0.388,1997
0.37,1998
0.348,1999
0.396,2000
0.447,2001
0.432,2002
0.432,2003
0.392,2004
0.421,2005
0.443,2006
0.476,2007
0.436,2008
0.517,2009
0.539,2010
0.553,2011
0.451,2012
0.44,2013
0.469,2014
0.641,2015
0.623,2016
0.616,2017
0.605,2018
0.658,2019
0.583,2020
0.443,1975
0.26,1976
0.297,1977
0.363,1978
0.366,1979
0.48,1980
0.387,1981
0.443,1982
0.404,1983
0.448,1984
0.686,1985
0.624,1986
0.474,1987
0.508,1988
0.57,1989
0.631,1990
0.733,1991
0.788,1992
0.958,1993
1.098,1994
1.117,1995
1.151,1996
1.195,1997
1.114,1998
1.462,1999
1.473,2000
1.689,2001
2.11,2002
2.394,2003
2.594,2004
2.49,2005
3.351,2006
3.931,2007
3.919,2008
4.225,2009
4.679,2010
4.48,2011
4.403,2012
4.566,2013
4.796,2014
5.326,2015
6.6,2016
6.938,2017
7.255,2018
7.315,2019
6.703,2020
0.458,1975
0.469,1976
0.454,1977
0.425,1978
0.462,1979
0.436,1980
0.388,1981
0.396,1982
0.451,1983
0.443,1984
0.451,1985
0.421,1986
0.572,1987
0.645,1988
0.78,1989
0.502,1990
0.539,1991
0.462,1992
0.539,1993
0.531,1994
0.531,1995
0.528,1996
0.524,1997
0.52,1998
0.513,1999
0.517,2000
0.528,2001
0.557,2002
0.561,2003
0.583,2004
0.583,2005
0.652,2006
0.729,2007
0.649,2008
0.476,2009
0.608,2010
0.443,2011
0.366,2012
0.535,2013
0.671,2014
0.539,2015
0.619,2016
0.63,2017
0.711,2018
0.698,2019
0.624,2020
0.004,1975
0.004,1976
0.007,1977
0.011,1978
0.022,1979
0.022,1980
0.026,1981
0.033,1982
0.029,1983
0.051,1984
0.062,1985
0.055,1986
0.103,1987
0.11,1988
0.062,1989
0.128,1990
0.175,1991
0.205,1992
0.172,1993
0.202,1994
0.236,1995
0.284,1996
0.375,1997
0.368,1998
0.372,1999
0.383,2000
0.369,2001
0.401,2002
0.36,2003
0.291,2004
0.378,2005
0.374,2006
0.373,2007
0.401,2008
0.369,2009
0.465,2010
0.667,2011
0.773,2012
0.853,2013
0.948,2014
0.965,2015
1.156,2016
1.239,2017
1.436,2018
1.927,2019
1.925,2020
4.055,1975
4.575,1976
4.475,1977
5.02,1978
4.73,1979
4.659,1980
4.781,1981
4.338,1982
4.278,1983
4.029,1984
4.11,1985
3.764,1986
4.012,1987
4.287,1988
4.968,1989
5.727,1990
5.972,1991
6.621,1992
7.792,1993
8.594,1994
9.8,1995
10.086,1996
11.256,1997
11.246,1998
10.722,1999
8.641,2000
8.292,2001
8.384,2002
9.985,2003
10.185,2004
11.176,2005
11.548,2006
12.663,2007
13.554,2008
14.229,2009
15.426,2010
16.992,2011
17.779,2012
19.094,2013
20.717,2014
21.278,2015
22.795,2016
23.562,2017
23.856,2018
23.848,2019
20.7,2020
0.439,1975
0.939,1976
0.49,1977
0.417,1978
0.438,1979
0.451,1980
0.429,1981
0.48,1982
0.247,1983
0.616,1984
0.721,1985
0.138,1986
0.123,1987
0.121,1988
0.23,1989
0.247,1990
0.197,1991
0.162,1992
0.25,1993
0.24,1994
0.238,1995
0.222,1996
0.233,1997
0.013,1998
0.096,1999
0.255,2000
0.26,2001
0.251,2002
0.251,2003
0.263,2004
0.261,2005
0.272,2006
0.306,2007
0.294,2008
0.301,2009
0.207,2010
0.265,2011
0.311,2012
0.322,2013
0.322,2014
0.326,2015
0.337,2016
0.348,2017
0.348,2018
0.34,2019
0.301,2020
13.46,1975
13.891,1976
13.507,1977
15.093,1978
16.416,1979
16.141,1980
17.566,1981
16.136,1982
17.376,1983
18.324,1984
18.692,1985
19.52,1986
19.056,1987
19.663,1988
19.603,1989
19.314,1990
13.633,1991
15.029,1992
12.581,1993
3.205,1994
3.402,1995
4.24,1996
8.366,1997
10.551,1998
10.333,1999
13.702,2000
13.263,2001
14.173,2002
14.358,2003
15.462,2004
16.046,2005
17.387,2006
17.474,2007
19.959,2008
20.537,2009
21.146,2010
23.761,2011
22.134,2012
21.801,2013
19.312,2014
18.46,2015
21.734,2016
21.819,2017
22.075,2018
24.847,2019
21.418,2020
0.187,1975
0.594,1976
0.78,1977
0.832,1978
0.942,1979
0.986,1980
1.008,1981
1.099,1982
1.03,1983
1.044,1984
1.158,1985
1.066,1986
1.238,1987
1.301,1988
1.429,1989
2.7,1990
2.634,1991
2.777,1992
3.195,1993
3.03,1994
3.045,1995
2.755,1996
2.799,1997
3.342,1998
3.158,1999
3.778,2000
3.847,2001
3.975,2002
3.825,2003
3.895,2004
4.093,2005
4.133,2006
4.228,2007
4.503,2008
3.855,2009
4.537,2010
4.029,2011
5.077,2012
5.663,2013
6.85,2014
5.425,2015
6.334,2016
7.059,2017
7.561,2018
6.925,2019
6.519,2020
150.685,1975
154.574,1976
162.258,1977
176.107,1978
187.334,1979
185.937,1980
170.622,1981
170.924,1982
165.523,1983
167.683,1984
180.004,1985
197.293,1986
205.839,1987
207.596,1988
212.131,1989
218.658,1990
229.394,1991
233.601,1992
244.306,1993
254.002,1994
268.678,1995
289.311,1996
306.949,1997
317.359,1998
327.256,1999
340.183,2000
346.166,2001
347.765,2002
344.645,2003
361.434,2004
364.371,2005
368.871,2006
390.573,2007
412.638,2008
389.775,2009
440.269,2010
462.58,2011
498.309,2012
532.418,2013
557.901,2014
529.353,2015
492.748,2016
500.758,2017
483.685,2018
485.793,2019
467.384,2020
0.026,1975
0.026,1976
0.029,1977
0.029,1978
0.029,1979
0.029,1980
0.044,1981
0.037,1982
0.04,1983
0.04,1984
0.048,1985
0.055,1986
0.062,1987
0.066,1988
0.066,1989
0.066,1990
0.073,1991
0.084,1992
0.088,1993
0.099,1994
0.11,1995
0.117,1996
0.117,1997
0.121,1998
0.121,1999
0.125,2000
0.128,2001
0.136,2002
0.147,2003
0.161,2004
0.18,2005
0.183,2006
0.187,2007
0.191,2008
0.191,2009
0.198,2010
0.202,2011
0.202,2012
0.202,2013
0.213,2014
0.213,2015
0.213,2016
0.169,2017
0.161,2018
0.157,2019
0.139,2020
7.075,1975
6.02,1976
6.39,1977
9.534,1978
7.434,1979
6.877,1980
2.059,1981
2.665,1982
2.733,1983
1.916,1984
2.594,1985
2.297,1986
3.316,1987
5.712,1988
6.342,1989
6.188,1990
5.305,1991
5.21,1992
4.965,1993
4.69,1994
4.785,1995
4.741,1996
4.932,1997
5.159,1998
3.803,1999
4.591,2000
4.389,2001
4.254,2002
4.47,2003
4.873,2004
4.869,2005
4.738,2006
8.31,2007
8.991,2008
7.746,2009
8.061,2010
9.545,2011
9.493,2012
7.628,2013
8.926,2014
6.954,2015
7.544,2016
9.552,2017
9.592,2018
9.958,2019
10.158,2020
72.922,1975
72.965,1976
75.796,1977
81.207,1978
78.928,1979
77.251,1980
80.087,1981
89.844,1982
90.061,1983
87.045,1984
89.221,1985
91.172,1986
91.273,1987
86.913,1988
86.482,1989
76.699,1990
61.517,1991
57.365,1992
58.426,1993
56.404,1994
57.95,1995
58.501,1996
55.856,1997
53.175,1998
46.38,1999
45.466,2000
48.982,2001
46.156,2002
50.533,2003
49.585,2004
50.656,2005
51.894,2006
55.74,2007
54.079,2008
45.815,2009
47.861,2010
53.176,2011
48.341,2012
42.68,2013
45.217,2014
48.276,2015
45.502,2016
47.582,2017
43.638,2018
42.223,2019
37.444,2020
0.22,1975
0.209,1976
0.249,1977
0.348,1978
0.407,1979
0.432,1980
0.557,1981
0.575,1982
0.594,1983
0.465,1984
0.476,1985
0.48,1986
0.517,1987
0.553,1988
0.821,1989
0.583,1990
0.627,1991
0.63,1992
0.627,1993
0.645,1994
0.624,1995
0.705,1996
0.804,1997
0.859,1998
0.916,1999
1.03,2000
0.991,2001
1.001,2002
1.075,2003
1.1,2004
1.122,2005
1.356,2006
1.591,2007
1.734,2008
1.829,2009
2.036,2010
2.131,2011
2.619,2012
2.864,2013
2.911,2014
3.297,2015
3.381,2016
3.938,2017
4.301,2018
4.336,2019
3.97,2020
0.077,1975
0.088,1976
0.099,1977
0.103,1978
0.11,1979
0.147,1980
0.158,1981
0.158,1982
0.205,1983
0.22,1984
0.231,1985
0.234,1986
0.249,1987
0.227,1988
0.267,1989
0.209,1990
0.238,1991
0.216,1992
0.227,1993
0.234,1994
0.238,1995
0.242,1996
0.249,1997
0.249,1998
0.253,1999
0.271,2000
0.205,2001
0.213,2002
0.161,2003
0.198,2004
0.154,2005
0.183,2006
0.202,2007
0.209,2008
0.169,2009
0.297,2010
0.354,2011
0.379,2012
0.398,2013
0.375,2014
0.391,2015
0.467,2016
0.53,2017
0.679,2018
0.704,2019
0.602,2020
0.048,1975
0.048,1976
0.048,1977
0.048,1978
0.029,1979
0.286,1980
0.3,1981
0.337,1982
0.366,1983
0.41,1984
0.418,1985
0.432,1986
0.436,1987
0.451,1988
0.451,1989
1.26,1990
1.304,1991
1.348,1992
1.385,1993
1.425,1994
1.499,1995
1.517,1996
1.466,1997
1.876,1998
1.894,1999
1.975,2000
2.25,2001
2.206,2002
2.378,2003
2.444,2004
2.774,2005
2.997,2006
3.471,2007
3.881,2008
4.557,2009
5.1,2010
5.194,2011
5.451,2012
5.578,2013
6.494,2014
8.527,2015
10.533,2016
12.875,2017
12.879,2018
15.329,2019
15.326,2020
1.161,1975
1.089,1976
1.559,1977
1.993,1978
1.815,1979
3.886,1980
5.319,1981
6.316,1982
6.554,1983
6.053,1984
6.471,1985
1.993,1986
1.843,1987
2.154,1988
7.578,1989
2.605,1990
2.668,1991
2.712,1992
2.866,1993
2.841,1994
3.204,1995
3.594,1996
3.157,1997
3.136,1998
2.997,1999
3.346,2000
3.326,2001
3.325,2002
3.699,2003
3.851,2004
3.591,2005
3.752,2006
5.703,2007
5.426,2008
6.594,2009
6.662,2010
6.521,2011
6.159,2012
5.07,2013
6.85,2014
7.746,2015
7.815,2016
7.698,2017
7.932,2018
7.398,2019
6.889,2020
396.787,1975
398.962,1976
407.79,1977
415.529,1978
441.677,1979
442.847,1980
429.63,1981
414.455,1982
408.339,1983
425.233,1984
421.719,1985
404.708,1986
430.982,1987
455.669,1988
462.885,1989
458.007,1990
449.699,1991
463.521,1992
463.993,1993
478.267,1994
490.951,1995
507,1996
521.278,1997
528.987,1998
543.73,1999
566.552,2000
559.042,2001
564.669,2002
582.344,2003
580.759,2004
575.852,2005
571.41,2006
594.665,2007
579.367,2008
546.61,2009
558.804,2010
569.87,2011
569.263,2012
573.699,2013
570.563,2014
573.061,2015
559.567,2016
569.36,2017
579.47,2018
582.39,2019
535.823,2020
0.077,1975
0.073,1976
0.081,1977
0.209,1978
0.249,1979
0.121,1980
0.033,1981
0.037,1982
0.037,1983
0.084,1984
0.084,1985
0.059,1986
0.081,1987
0.073,1988
0.081,1989
0.095,1990
0.099,1991
0.106,1992
0.11,1993
0.114,1994
0.121,1995
0.143,1996
0.147,1997
0.158,1998
0.183,1999
0.216,2000
0.234,2001
0.275,2002
0.308,2003
0.33,2004
0.44,2005
0.473,2006
0.506,2007
0.469,2008
0.52,2009
0.557,2010
0.616,2011
0.502,2012
0.495,2013
0.487,2014
0.491,2015
0.539,2016
0.579,2017
0.597,2018
0.602,2019
0.55,2020
0.103,1975
0.128,1976
0.128,1977
0.147,1978
0.103,1979
0.106,1980
0.136,1981
0.143,1982
0.147,1983
0.15,1984
0.161,1985
0.161,1986
0.26,1987
0.231,1988
0.249,1989
0.183,1990
0.191,1991
0.194,1992
0.198,1993
0.209,1994
0.209,1995
0.213,1996
0.216,1997
0.22,1998
0.231,1999
0.234,2000
0.245,2001
0.242,2002
0.224,2003
0.22,2004
0.216,2005
0.227,2006
0.231,2007
0.165,2008
0.161,2009
0.169,2010
0.187,2011
0.191,2012
0.117,2013
0.125,2014
0.18,2015
0.198,2016
0.216,2017
0.22,2018
0.21,2019
0.188,2020
0.183,1975
0.183,1976
0.198,1977
0.194,1978
0.202,1979
0.209,1980
0.209,1981
0.205,1982
0.205,1983
0.216,1984
0.18,1985
0.187,1986
0.198,1987
0.066,1988
0.103,1989
0.377,1990
0.385,1991
0.407,1992
0.403,1993
0.407,1994
0.421,1995
0.436,1996
0.451,1997
0.462,1998
0.476,1999
0.487,2000
0.502,2001
0.509,2002
0.744,2003
0.747,2004
0.766,2005
0.791,2006
0.854,2007
0.927,2008
0.942,2009
0.997,2010
1.118,2011
0.614,2012
0.656,2013
0.99,2014
0.697,2015
1.013,2016
1.036,2017
1.044,2018
1.005,2019
0.912,2020
22.945,1975
24.027,1976
23.014,1977
22.838,1978
24.725,1979
25.094,1980
24.339,1981
20.47,1982
20.668,1983
21.997,1984
21.284,1985
22.013,1986
22.399,1987
26.587,1988
32.003,1989
32.891,1990
30.95,1991
31.978,1992
33.953,1993
37.517,1994
41.072,1995
47.611,1996
55.433,1997
56.787,1998
60.89,1999
58.096,2000
52.558,2001
54.471,2002
54.864,2003
59.026,2004
60.926,2005
63.949,2006
70.683,2007
70.795,2008
65.901,2009
71.311,2010
78.064,2011
79.684,2012
81.811,2013
77.574,2014
81.824,2015
84.392,2016
84.046,2017
84.409,2018
86.129,2019
81.171,2020
1183.215,1975
1226.421,1976
1340.831,1977
1492.778,1978
1525.661,1979
1494.496,1980
1476.488,1981
1606.585,1982
1694.217,1983
1844.828,1984
1998.083,1985
2104.213,1986
2257.739,1987
2425.894,1988
2463.654,1989
2484.855,1990
2606.096,1991
2730.788,1992
2921.651,1993
3100.002,1994
3357.909,1995
3503.234,1996
3510.169,1997
3360.455,1998
3350.34,1999
3439.152,2000
3514.934,2001
3872.595,2002
4545.014,2003
5223.755,2004
5876.555,2005
6488.804,2006
6978.612,2007
7496.832,2008
7886.533,2009
8616.653,2010
9528.556,2011
9775.622,2012
9952.744,2013
9985.583,2014
9848.42,2015
9720.444,2016
9920.459,2017
10289.99,2018
10489.989,2019
10667.887,2020
0.136,1975
0.125,1976
0.092,1977
0.092,1978
0.099,1979
0.099,1980
